platform,review_id,rating,review_date_utc,review_year,review_text,review_title,thumbs_up,app_version,collected_date,source_sort,source_page,source_url
Google Play,9fbbd2c3-8a0c-4962-a892-af9e238c432e,3,2026-04-22T06:55:45+00:00,2026,채팅이 불편한 점이 있긴 하지만 문토를 통해 다양한 활동을 경험할 수 있어서 좋습니다.,,0,7.4.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,be6e9fe4-3c14-4fd9-ae8c-2940fddbf847,2,2026-04-22T01:53:24+00:00,2026,"술파티, 소개팅만 남음. 몇 년전부터 이용하면서 다양한 모임 활동을 잘 즐겼는데 최근에 다시 들어가보니 술파티, 소개팅만 남고 다른 참신한 모임들은 다 전멸했더군요. 그마저도 지인들끼리 별점 돌려막기, 무료로 여자 게스트 초대하고 남자들이 비용 부담하는 구조였습니다. 왜이렇게 됐나 찾아보니, 별점 몰아주기에 대한 제재는 없으면서 이상한 이유로 소셜링 호스트에 대한 제재는 쏟아지더라구요. 이런 상황에서 열정을 갖고 다양한 소셜링을 주최하는 호스트가 있을까요? 그냥 술만 퍼주고 바짝 벌고 빠지는, 떳다방식 소셜링만 남은건 당연한 것 같습니다.",,5,7.4.4,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,abbabdd2-1ce9-4a0e-9317-63d42e112ef1,1,2026-04-17T12:01:33+00:00,2026,사람이 별로임,,0,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,500b765c-7ed0-43b1-8fb3-ca03c104f852,1,2026-04-16T02:24:13+00:00,2026,"취향인연 오류가 너무 많아요 관심 표시 눌러도 화면 나갔다 돌아오면 관심 눌른게 복구 돼있고, 앱 업데이트나 삭제했다 다시 설치해도 안 고쳐지네요. 이런 오류가 너무 많으니, 관심 누르는 화면에서도 메신저할 수 있는 기능이 있으면 좋겠어요.",,1,7.4.4,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,9f292b02-4147-48f1-91d6-03623fef4a93,1,2026-04-12T04:55:39+00:00,2026,다른모임은 좋아요. 근데 파티모임은 가지마세요. 성비 박살에 여자분들은 꽁으로 참여하는 섭외 여성들이 80%입니다. 호구 처럼 비싼돈 주고 냉동안주에 물탄 위스키 드시지 마시고 자기계발만 하세요,,4,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,7db89d06-fbfc-4a77-9257-7c1e53f2c097,3,2026-03-24T07:35:21+00:00,2026,잘 사용하다가 갑자기 요즘 소셜링 알람이 안뜸. 알람 설정 확인해봤고 앱 재설치도 해봤는데 효과없음. 계속되는 취향인연 프로필 네트워크 오류.,,0,7.4.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,02ade739-1735-4cff-92d5-faf94155b012,1,2026-03-18T07:03:17+00:00,2026,"문토를 좋아했고 잘 사용했지만 몇가지 문제점이 너무 많아서 삭제 했고 꼭 개선되었으면 하는 부분이 있습니다. 1. 호스트들의 노쇼가 너무 많다. 호스트들이 벙을 열고 전날 갑자기 본인이 아프다거나 당일에 못 오는 사람이 너무 많습니다. 본인들이 소셜링을 열고 사람들이 다 시간 빼고 스케줄 빼고 그날 비웠는데 당일에 말만 전하고 노쇼하는 '호스트' 들이 너무 많습니다. 시간이 아까워요 2. 유료 소셜링중에 '호스트 수고비' 이거는 없었으면 좋겠습니다. 유료 소셜링중에 노쇼비 이런거는 이해 합니다만 호스트 수고비는 이해가 안됩니다. 다 같이 놀고 재밌게 한건데 호스트 수고비 2만원, 만오천원 받는 사람들이 있습니다. 솔직히 다 개나소나 돈 받으려고 어떻게서든 유료로 요즘은 다 전환해서 솔직히 정이 떨어지네요. 3.알림 개선 알림은 너무 올때도 있고 안 올때도 있습니다. 그래서 못 봐서 못온 사람도 있고요 취소된 경우도 많습니다. 참 애정이 간 어플이지만 두번 다시는 설치 안할게요",,6,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,6bacec1e-111c-4e73-8874-061ca0ec22d7,1,2026-03-03T00:59:22+00:00,2026,이렇다할 모임도 없고 무조건 유료참여인듯함.,,1,7.3.9,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,a598739b-77aa-46f0-8564-ef34ebbf4663,1,2026-02-21T09:39:52+00:00,2026,"관리가 거의 안되는 신뢰할 수 없는 플랫폼 결제 완료 후 모임 측 사유(인원 마감)로 참석이 불가해졌습니다. 참여자가 자발적으로 당일 취소한 경우와, 모임 측 사유로 참석이 불가한 경우는 책임 주체가 다릅니다. 그럼에도 동일한 환불 불가 기준이 적용된다는 안내를 받았습니다. 환불이 “호스트 동의”에만 의존하는 구조는 공정하고 상식적인 기준으로 보이지 않았습니다. 플랫폼을 믿고 이용했음에도 문제가 발생하면 결국 소비자가 그 부담을 고스란히 떠안아야 하는 구조처럼 느껴졌습니다. 상담 답변도 한 시간 이상 소요되었고, 그 과정에서도 명확한 해결 방향을 제시받지 못해 실망스러웠습니다.",,23,7.3.8,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,2f485d64-e5fb-43dc-a04d-f163fc332e2e,1,2026-02-14T05:42:57+00:00,2026,인증번호 요청했는데 오지도 않네 신뢰가 떨어지는 어플이라더니.역시였네 대단하다 진짜,,2,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,9a7ac466-3755-43ce-830a-3575b5224557,1,2026-02-12T11:08:53+00:00,2026,"!유료모임비와 취향인연에서의 사탕구매로 적어도 7만원 이상 지출한 호구의 깨달음! 유료모임은 정말 취미 비슷한 사람들 만나보고 싶어서 나가는 거면 한 번쯤 추천. 여자친구나 남자친구 만들 생각으로 시작하는 사람들이 상당할 것 같은데 본인 경험으로는 정말 예쁘거나 잘생기거나 말재간이 좋거나 흡연을 하는 거 아니면 많이 어렵다고 느낌. 마지막으로, 취향인연은 발도 들이지 말 것!!! 대부분 봇이거나 사용 안 한지 오래된 유저들도 전부 추천목록에 뜨게 만들어놔서 사탕 낭비하게 만드는 구조임...ㅠ 나처럼 피보는 사람이 없기를 진심으로 바라며... 난 너무 늦게 깨달은 듯...",,5,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,7045eec6-4367-4ed5-9ca8-2cb78d202abd,2,2026-02-12T03:09:41+00:00,2026,결재라인의 오류인지 결재 마무리가 안됩니다.,,0,7.3.7,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,ea2624ce-8b08-48c4-a874-52fe0d1d5778,1,2026-02-02T03:54:45+00:00,2026,가계정만 졸라많고 돈 벌 궁리만 하는 사람들만 많음,,4,7.3.5,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,c57ac06b-ab4f-4f2c-b8fd-c6be479a8cf9,3,2026-02-01T08:03:06+00:00,2026,전북전남은 머가되는게하나도읍네요,,0,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,7d86394a-3fe2-4371-b1df-c281b4fea91a,3,2026-01-23T09:20:55+00:00,2026,계정정보가 안들어가져요 삭제했다가 다시 깔아도 그런데 뭐때문에 그렁거에요?,,0,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,6acc62f3-cd27-448f-9f45-2523396e579c,3,2026-01-22T06:13:48+00:00,2026,카톡채널에서 환불 문의하고 아무리 기다려도 답변이 없네요. 카톡으로 문의하는게 맞을까요?? 좀 더 상세한 설명 있으면 좋을것 같습니다.,,0,7.3.3,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,d3f455cc-d5af-47ba-b827-3b8327b4eec0,1,2026-01-07T05:10:59+00:00,2026,보드게임 무료소셜링으로 열었다가 정지먹음...,,1,7.3.0,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,54253b55-b286-4349-835d-80f2363d5116,2,2026-01-04T05:58:10+00:00,2026,"5일 이상 여유있는 날짜의 모임은 없는데 한번 신청하면 3일전부터 환불불가인게 개별로에요. 고객센터는 환불원하면 호스트 동의받아오라고 하고 호스트는 어플 규정대로 3일 전까지만 환불해준다고 하고,,,독감걸려서 모임에 못나가게 됐다는데도 환불은 안된대요. 참석을 못하는데 돈은 내라니? 걍 삥뜯는거 아닌가요? 돈은 내가 냈는데 나한테만 너무 불리해요. 모임 신청할 땐 3일간 그 어떤 천재지변과 개인사정이 생기지 않도록 주의하세요~내가 죽었다고 해도 환불안해줄 어플임. 소개팅기능인 취향인연은 타 어플들보단 물이 좋은데 본인 사진인지 검증안해서 타인 사진 도용한 사람도 있고, 어플 오류도 심해요. 제가 관심 보낸 사람 중에 저한테 안뜨는 사람도 있는데 고객센터는 보낸 사람 목록에서 확인하라고만 하고. 채팅 알림와서 들어가보면 없는 채팅방이라고 뜰 때도 많아요. 어플 껐다켜야 다시 보이고. 차단한 사람 채팅방은 지워졌는데 그 사람이 보낸 채팅 알림이 계속 와요.",,17,7.2.1-rc.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,0f0c0b8e-889f-457f-b057-c7889c66226a,1,2026-01-03T10:11:36+00:00,2026,아니 취향인연 이거 프로필깔때마다 캔디소모하는건 좀 아니지않나요? 돈에 미쳤네 진짜,,2,7.2.1-rc.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,5ea12bb6-f063-478b-9c33-46b3d3079e84,2,2026-01-01T22:20:47+00:00,2026,안녕하세요 문토를 다시 설치했는데 시작 화면에서 멈춰있고 안 넘어갑니다. 어떻게 조치하면 되나요??,,0,7.2.1-rc.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,36cbffe9-efe8-4790-a174-2d28add8e241,1,2025-12-28T08:52:26+00:00,2025,어플이 안 열려요!,,2,7.2.0-rc.3,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,21a01e53-8875-4a7b-9b87-d80ac7f1cc8a,1,2025-12-27T14:30:16+00:00,2025,가까운 지역에 모임이 없을뿐만 아니라 회원탈퇴 과정도 복잡하게 되어 있어 비추합니다...,,0,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,436f3788-e491-43b6-a2ff-a95c2a8465c0,1,2025-12-20T03:43:14+00:00,2025,결제오류 자주나는앱,,1,7.1.4-hotfix.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,ca575d96-1326-496a-9fae-032b410468af,3,2025-11-28T11:21:00+00:00,2025,문토로 파티나 술모임 가시는분들 아셔야할것이 있습니다. 네 알바있습니다. 참석합니다. 어딘지 누군지는 의미가없습니다. 알바에 성별은 여자만 해당됩니다. 물론 엄청난 존잘이거나 인지도가 높은남자분이면 무료초대도 하겠지만..술모임 거기서 거기입니다 친목 동호회나 친목모임보단 덜 빡세지만 그래도 자주가는건 비추합니다.,,7,7.0.4-rc.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,9129de67-966d-4cb5-a00a-ffb642e7319d,1,2025-11-27T06:07:46+00:00,2025,"고객센터 운영시간 중에 연락해도 몇 시간이나 답변 안오는 일이 잦고 아예 안읽고 다음날로 넘기는 날도 있어요ㅠ 너무 답답해요. 그리고 최근에 취향인연이라는게 오픈해서 기대했는데 보니까 다른 소개팅어플처럼 하루에 몇 명 프로필 주고 매칭해주고 프로필 더 보려면 결제하고 이런 거더라고요;; 문토 가이드에 1대1매칭 금지라고 되어있고, 소개팅 어플이 되지 않겠다고 여기 플레이스토어 리뷰에 답글도 다셨던데,, 본인들이 직접 소개팅 어플처럼 운영하시니까 이용자 입장에서는 이게 뭔가 싶네요. 여러 분야 모임들 구경하는 재미로 들어갔던건데 아예 온라인소개팅 매칭 어플로 가버리니 좀 안타깝습니다. 그리고 호스트 리뷰보고 가세요. 수준 이하의 인성으로 운영하는 호스트, 참여자 돈으로 술먹고 지인들 불러 놀려고 모임 여는 호스트, 여기저기서 모객해와서 참여자마다 다 참여비가 다른 모임들,, 제발 당하지 마세요.",,9,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,46e64ea5-92c9-4650-a007-ae28bf30dcd1,2,2025-11-19T14:46:46+00:00,2025,"아직 개선되지않고있는데 소셜링에서 책정하는 ""호스트수고비""는 대체 무슨 명목으로 뜯어가는지 모르겠습니다. 그리고 노쇼방지비? 는 돌려주는건지 이런 것도 금액적으로 호스트들 장난하는것도 아니고 그냥 돈장난하는 것 같습니다",,4,7.0.6-hotfix.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,47b54b84-d6a2-4099-9b43-72ca89c27fd1,1,2025-11-16T03:51:09+00:00,2025,회원 탈퇴를 앱에서만 가능하게 해둬 불편함. 오랫동안 서비스 안쓴사이 소개팅앱이 되버려 탈퇴하려고 간만에 로그인했는데 앱을 받아야만 탈퇴가 되다니.. 참 마지막까지 이상한 서비스.,,0,7.0.5-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,09c336dc-e261-4232-90c4-27be6e7ab4af,1,2025-11-12T10:53:38+00:00,2025,파티나 모임은 절대 가지말기를 추천. 파티 참석율 70%가 호스트들이고 처음오는 사람들은 당황스러운 경험을 하게 될거임. 여기 시스템이 참 안좋은게 파티 당일 3일 전까지 환불 자체를 안해줌. 이게 호스트들끼리 본인들만의 파티를 할수 있게하는 가장 큰 이유인거 같음. 아무것도 모르고 참여하는 사람들은 그냥 모르는 사람들 꽁술 사주는 시스템임.,,3,7.0.5-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,7e92c376-c67f-4936-8e8b-1cf56174039e,1,2025-11-07T07:27:58+00:00,2025,강제업데이트좀안되게해라잉,,0,6.2.8-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,80f369de-4ab7-41db-bfcb-fba08adb5bc3,1,2025-11-04T02:13:01+00:00,2025,"1.소개팅 술모임이지 이게무슨 취향이같은친구를 찾는모임어플인가 싶을정도로 변질됨 2.돈벌어야되는건 알겠지만 1번으로느껴지게 죄다비싼 술모임만 윗쪽에 편성해놔서 일부 진짜.취지에맞는소셜링은 찾으려면 바닷가에서 진주찾기수준 3.1,2의 이유로 유져가 이탈하는데,딱히 신규모집 의지도안보이고, 만났던사람끼리만 보게되니 친목으로 외부이탈 되서 유져 또나감 4. 카톡하지말라면서 채팅방 사진전송오류쩔음 5.홍보톡난무해서 사람들이 채팅알림꺼서 모임채팅도안보게됨 6.고객센터전화가아예없다는것 자체가 소통의지없음",,22,7.0.4-rc.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,872d3faa-ae10-4dc3-bfb2-4cb7a37b6e61,3,2025-11-03T09:38:37+00:00,2025,셔플링 등록하고 싶은데 관심지역 선택 가능한 항목이 없어서 등록을 못했어요 🥲,,0,7.0.4-rc.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,12eefb59-380f-4db5-b5cf-eee5b4e65c61,1,2025-10-29T03:17:33+00:00,2025,소셜링 내용이 갑자기 바뀌어서 환불요청을 하였으나 시스템상 환불이 되지않고 카카오 고객문의도 답이없어요 해결해주세요,,0,6.2.9-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,936c3080-ceca-47ca-9bce-745e27ca3bd4,1,2025-10-21T01:11:19+00:00,2025,카카오톡으로 5초만에 시작하기 하면 전화번호 인증시 이미 가입되어있다고 뜨는데 막상 로그인하려면 계정이 없다해요 재가입도 안되고 로그인도 안되고 비번찾기도 안되고 아이디 찾기도 안되고... 해결 부탁드려요,,0,6.2.9-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,efd4ce94-11df-404f-8211-ca3579f5f219,1,2025-10-17T10:50:38+00:00,2025,참석자인줄 알고 봤더니 스탭이 참여자인척 참석하는게 너무 많습니다..인기있어보이려는거 이건 뭐 제재 안하나요???,,1,6.2.9-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,98c3a6df-4ee1-419d-876b-d7965ad09947,1,2025-10-14T04:12:52+00:00,2025,"이메일로 가입 되었다고 비밀번호 입력하면 가입 된 내역이 없다면서, 아이디 찾기 하면 그 이메일 나오고 계속 반복되는데 확인 부탁드려요",,0,6.2.8-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,38bb76c8-ab63-43c4-9e37-08a3d1886e59,1,2025-10-02T06:17:55+00:00,2025,"모임 오는 사람 중에 범죄자도 있어요... 운영은 진짜 못하고, 별 한개도 아깝습니다.",,0,6.2.8-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,1057ecdb-b132-49f5-9c95-8f608c875d40,1,2025-09-29T00:45:59+00:00,2025,"꽤 오래 사용했는데 요즘 너무 무의미하고 다 비슷비슷한 술파티로 뒤덮여 있어요 차단해도 끝이 없고 질 나쁜 모객 메시지도 너무 많이 와서 짜증나요,,, 파티나 소개팅 같은 건 좀 따로 묶어서 필요한 사람만 이용하게 했으면 좋겠어요 여기서 사람들 만날 때마다 문토가 변질됐다는 얘기 공통적으로 나오는데... 더 깔끔하고 건전한, 색다른 체험 위주의 어플이 있다면 그 어플을 사용할 거 같아요",,22,6.2.6-rc.3,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,ee1dcd52-6531-4f6e-acf3-5674031dd562,1,2025-09-15T02:36:03+00:00,2025,"오류가 난무하고, 빠른조치가 이뤄지지 않음. 서비스에 대한 수수료를 많이 부과하는데 그만한 서비스가 없음. 일방적인 통보방식의 갑질 운영. 별점 1개도 아까움",,2,6.2.5-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,8384c8ae-decb-46cb-a0a7-0a21bb69917a,3,2025-09-04T04:41:30+00:00,2025,"서울, 경기권에 집중되어 있음",,2,6.2.3-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,d97bdec0-c3f8-45e0-b4c8-f871f96fb759,1,2025-08-19T08:42:31+00:00,2025,과금유도 어플,,1,,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,333fa0a8-9135-42a7-93fa-202307f478d9,1,2025-07-30T14:38:57+00:00,2025,아니 나만 부산쪽 안뜸? 부산 전체 경남 전체로했는데 모임 0개 다 중구 영등포구같은 서울 경기도류인데?ㅋㅋㅋㅋㅋ,,1,6.1.0-rc.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,aae3eb44-aedd-4533-9300-b425dfdbb883,1,2025-07-08T08:17:07+00:00,2025,몇년간 이용하면서 불편한 점이 너무 많습니다. 채팅창이 쌓이면 새로운 메시지가 안 들어오거나 클럽 결제시 결제일이 지나도 결제수단을 수정할 수 없는 오류 등 전체적인 개선이 필요해 보여요. 특히 오류나 문의사항에 대해 서비스 담당자들과 소통이 매우 어려운 점이 가장 크리티컬 합니다. 전날 메시지를 남겨놓아도 다음날 제대로 된 답변이나 해결책 (해결책이 아니더라도 대화라도...) 등을 듣기 어려워 간단한 문의임에도 몇일 이상 소요되는게 아쉽네요. 이용자로서 좋은 방향으로 개선되면 좋겠습니다!,,11,6.0.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,0ebc861e-85cc-4da9-bac3-5a92c40a26d1,1,2025-07-07T14:38:18+00:00,2025,죄다 서울 기준으로 추천해줄거면 도대체 지방은 뭣하러 입력하게 해놓은거임?,,0,6.0.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,e525deee-d648-4599-af2a-ab772d4105e3,1,2025-07-06T08:23:08+00:00,2025,본인인증사용자만 메시지 보낼 수 있게하는 기능은 좀 아닌거같아요 요즘 인증 같은거 하기 꺼려지는경우 많은데 인증 없이 메시지 보낼 수 있게 바꾸어주었으면하네요 소셜링 열때도 너무불편해요,,9,6.0.2,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
Google Play,b69adba9-ee4b-44a5-9511-01a96569f4ef,1,2025-06-26T01:20:06+00:00,2025,다들 문토 안쓰는 이유가 있네용 프립으로 고고,,1,6.0.1,2026-07-30,,,https://play.google.com/store/apps/details?hl=ko&id=kr.munto.app
